"filename","dsc","hausdorff","abs_diff","fg_ratio"
"img0","0.9817948937416077","1","0.03700165030834709","0.013012921368634259"
"img1","0.9921958446502686","1","0.015582488251298541","0.05026697229456018"
"img10","0.995423436164856","1","0.00916488958436815","0.3026450828269676"
"img11","0.9958108067512512","1","0.00838434275342563","0.3026450828269676"
"img12","0.9935481548309326","1","0.012973242185931062","0.14070524992766203"
"img13","0.995383620262146","1","0.009248887671270882","0.3259266040943287"
"img14","0.9901899695396423","1","0.019759887428520105","0.037752504701967594"
"img15","0.9951581358909607","1","0.00970791390650416","0.23972687897858797"
"img16","0.9907036423683167","1","0.018702085062747204","0.023147017867476853"
"img17","0.9954081177711487","1","0.00920033707982064","0.3259266040943287"
"img18","0.9935058355331421","1","0.013053571858908963","0.14070524992766203"
"img19","0.960464358329773","1","0.08205796157603387","0.003471091941550926"
"img2","0.9918343424797058","1","0.01639287084510481","0.03240627712673611"
"img20","0.9948896169662476","1","0.010247988439818225","0.2808057996961806"
"img21","0.9957802891731262","1","0.008429017456029376","0.3761336715133102"
"img22","0.9911829829216003","1","0.017696130236323163","0.05026697229456018"
"img23","0.9940218925476074","1","0.011948980995617397","0.05751207139756945"
"img24","0.9915262460708618","1","0.016940825029970717","0.05751207139756945"
"img25","0.9955171346664429","1.4142135623730951","0.008978391518905254","0.3259266040943287"
"img26","0.9950026869773865","1","0.010012982388254724","0.4030999077690972"
"img27","0.9930194616317749","1","0.013973232710335475","0.05751207139756945"
"img28","0.9951772093772888","1","0.009660319032036032","0.2808057996961806"
"img29","0.9953871965408325","1","0.009241951872492275","0.3259266040943287"
"img3","0.9946427345275879","1","0.01074518494071053","0.23972687897858797"
"img30","0.9922927618026733","1","0.015486031181333054","0.03240627712673611"
"img31","0.996295690536499","1","0.007421725414394865","0.1859503851996528"
"img32","0.9857559204101562","1","0.028786391887471376","0.010365804036458334"
"img33","0.9939574003219604","1","0.012141742220450998","0.1701694064670139"
"img34","0.9696723222732544","1","0.062491262407381516","0.008084897641782407"
"img35","0.9726858139038086","1","0.056060394240178946","0.008084897641782407"
"img36","0.9945935606956482","1","0.010856163134279357","0.15492192021122686"
"img37","0.994824230670929","1","0.010372710342063697","0.23972687897858797"
"img38","0.9531106948852539","1.4142135623730951","0.09834492684096906","0.00471214011863426"
"img39","0.9300453066825867","1","0.15027027027027026","0.001045509620949074"
"img4","0.987185001373291","1","0.02588378354903153","0.013012921368634259"
"img40","0.987729549407959","1","0.02477015869297886","0.019301803023726853"
"img41","0.9954559803009033","1","0.009105134803051975","0.3026450828269676"
"img42","0.9959688186645508","1","0.008053466246691406","0.3505870677806713"
"img43","0.995962381362915","1","0.00806983010736407","0.4030999077690972"
"img44","0.9922250509262085","1","0.015560002698266363","0.05026697229456018"
"img45","0.9601474404335022","1.4142135623730951","0.08299352362676901","0.00471214011863426"
"img46","0.9922716021537781","1","0.015506161193325865","0.05751207139756945"
"img47","0.9305136203765869","1","0.1491891891891892","0.001045509620949074"
"img48","0.9759934544563293","1","0.04907032014539354","0.008084897641782407"
"img49","0.9948484897613525","1","0.010340890556189855","0.1039462619357639"
"img5","0.9950775504112244","1","0.009858887022570983","0.3505870677806713"
"img50","0.9953969120979309","1","0.009221144476156459","0.3259266040943287"
"img51","0.9929711222648621","1","0.014051844427411905","0.05751207139756945"
"img52","0.9872042536735535","1","0.025879808866101636","0.03240627712673611"
"img53","0.9947443604469299","1","0.010547490893274615","0.1039462619357639"
"img54","0.9039647579193115","1","0.21165048543689322","0.0005820945457175925"
"img55","0.9957762956619263","1","0.0084600673494548","0.25945479781539355"
"img56","0.9340770840644836","1","0.14054054054054055","0.001045509620949074"
"img57","0.9611696004867554","1","0.08042982741777922","0.003471091941550926"
"img58","0.9949090480804443","1","0.010212404818595441","0.23972687897858797"
"img59","0.995329737663269","1","0.009360782719583025","0.2029746726707176"
"img6","0.9844967722892761","1","0.03144271692868931","0.013012921368634259"
"img60","0.9435818791389465","1","0.11950504721589059","0.003471091941550926"
"img61","0.9099070429801941","1.4142135623730951","0.19802677942212826","0.0016038682725694445"
"img62","0.9932402968406677","1","0.013569427668268613","0.04398035120081018"
"img63","0.990983247756958","1","0.018070067609096498","0.027584499782986112"
"img64","0.9862420558929443","1","0.02785042765250583","0.015990080656828703"
"img65","0.9928843379020691","1","0.014322780691959802","0.14070524992766203"
"img66","0.993570864200592","1","0.012869763327233727","0.09326963071469907"
"img67","0.995753824710846","1","0.008490425839158584","0.4030999077690972"
"img68","0.9927040338516235","1","0.01464894841477451","0.03240627712673611"
"img69","0.993349015712738","1","0.013373217086783643","0.15492192021122686"
"img7","0.9933357834815979","1","0.013402400321015577","0.15492192021122686"
"img70","0.9577465057373047","1","0.08819345661450925","0.002383761935763889"
"img71","0.993187665939331","1","0.013626245137499157","0.05026697229456018"
"img72","0.9891039133071899","1","0.021962712558901865","0.027584499782986112"
"img73","0.9910222291946411","1","0.017969627423214025","0.023147017867476853"
"img74","0.8946910500526428","1","0.23495145631067962","0.0005820945457175925"
"img75","0.9853503704071045","1","0.0296186919134891","0.013012921368634259"
"img76","0.9752664566040039","1","0.05060813644624633","0.008084897641782407"
"img77","0.9895409345626831","1","0.021064536650880046","0.015990080656828703"
"img78","0.9611574411392212","1","0.08042982741777922","0.003471091941550926"
"img79","0.9950147867202759","1","0.009991069615090739","0.3505870677806713"
"img8","0.9954289793968201","1","0.00915283854057522","0.3505870677806713"
"img80","0.9951450824737549","1","0.0097325600068718","0.3026450828269676"
"img81","0.9938077330589294","1","0.012439515032892949","0.1039462619357639"
"img82","0.994073212146759","1","0.011907584018672842","0.1859503851996528"
"img83","0.9916240572929382","1","0.016856723906009525","0.09326963071469907"
"img84","0.9936593174934387","1","0.0127364606939008","0.09326963071469907"
"img85","0.9578256607055664","1","0.08791924454575056","0.003471091941550926"
"img86","0.9929786324501038","1","0.014012538568873691","0.05751207139756945"
"img87","0.9928381443023682","1","0.014371734567239187","0.07377002857349536"
"img88","0.9949276447296143","1","0.01016718379744184","0.431671142578125"
"img89","0.9935056567192078","1","0.01303942122420291","0.09326963071469907"
"img9","0.9843219518661499","1","0.031703291930860765","0.013012921368634259"
"img90","0.9682760834693909","1","0.0652914798206278","0.006301314742476852"
"img91","0.9455395936965942","1","0.11486962649753348","0.0016038682725694445"
"img92","0.9790859222412109","1","0.04264744202206202","0.013012921368634259"
"img93","0.9933573007583618","1","0.013354243026556526","0.1859503851996528"
"img94","0.9927024841308594","1","0.01461034100775426","0.037752504701967594"
"img95","0.9938791394233704","1","0.012254335260115608","0.08310388635706019"
"img96","0.9706293940544128","1","0.06026905829596413","0.006301314742476852"
"img97","0.9951823353767395","1","0.00965782231683888","0.0653042263454861"
"img98","0.9909147620201111","1","0.018276307069861532","0.03240627712673611"
"img99","0.9927865266799927","1","0.014443216571149546","0.04398035120081018"
