"filename","dsc","hausdorff","abs_diff","fg_ratio"
"img0","0.9454406499862671","79.3473376995095","0.11541570611658333","0.037752504701967594"
"img1","0.999494194984436","1","0.0010121538795215565","0.14070524992766203"
"img10","0.9963057041168213","1.4142135623730951","0.007415864731147719","0.1039462619357639"
"img11","0.9415291547775269","12.449899597988733","0.11048173111885065","0.3761336715133102"
"img12","0.8979610800743103","72.8285658241325","0.22726797112064456","0.03240627712673611"
"img13","0.12116667628288269","87.31551981177229","14.506188340807174","0.006301314742476852"
"img14","0.5832894444465637","94.57801012920498","1.428829532692026","0.023147017867476853"
"img15","0.39432498812675476","103.42630226397925","3.0719587191630735","0.015990080656828703"
"img16","0.9296656847000122","10.723805294763608","0.13142495029960435","0.4030999077690972"
"img17","0.9622741937637329","70.5620294492725","0.0784097041967567","0.04398035120081018"
"img18","0.5209817290306091","93.42911751697112","1.8389061310534638","0.019301803023726853"
"img19","0.9539106488227844","5","0.08811742972560828","0.3505870677806713"
"img2","0.016800256446003914","125.09996003196804","117.04580690627202","0.0016038682725694445"
"img20","0.5642771124839783","87.57853618324526","1.5443579082977104","0.019301803023726853"
"img21","0.9523224234580994","2.8284271247461903","0.09101577486402924","0.3505870677806713"
"img22","0.9865072965621948","1.4142135623730951","0.026626123398490083","0.25945479781539355"
"img23","0.9987899661064148","1","0.0024171783539629946","0.22070877640335648"
"img24","0.9966513514518738","1","0.006719441256388374","0.11522420247395833"
"img25","0.7281810641288757","90.37698822156003","0.7465696567215196","0.023147017867476853"
"img26","0.9767962098121643","2","0.045355197855409174","0.2808057996961806"
"img27","0.038685619831085205","119.3901168438996","49.69879518072289","0.003471091941550926"
"img28","0.9932951927185059","1.4142135623730951","0.013499921230262122","0.09326963071469907"
"img29","0.011243877001106739","125.8729518204765","175.87459459459458","0.001045509620949074"
"img3","0.9860820174217224","1.4142135623730951","0.027453833386335814","0.25945479781539355"
"img30","0.9907702803611755","7.0710678118654755","0.01863116123002436","0.07377002857349536"
"img31","0.9609654545783997","80.58535847162312","0.08124030310525487","0.05026697229456018"
"img32","0.9927747249603271","1","0.014347344350409014","0.23972687897858797"
"img33","0.011302817612886429","113.58697108383514","174.94702702702702","0.001045509620949074"
"img34","0.998379111289978","1","0.0032365608468318064","0.22070877640335648"
"img35","0.9400268197059631","76.19055059520177","0.12759887949423043","0.04398035120081018"
"img36","0.7666161060333252","75.8023746329889","0.6088676204892817","0.023147017867476853"
"img37","0.011279731057584286","117.45637488020819","175.3091891891892","0.001045509620949074"
"img38","0.39106038212776184","87.60707733967615","3.114299851558634","0.015990080656828703"
"img39","0.019297851249575615","117.32433677630571","101.6384778012685","0.0016038682725694445"
"img4","0.011355684138834476","111.61989070053778","174.12324324324325","0.001045509620949074"
"img40","0.968698263168335","2","0.06070338846956801","0.3026450828269676"
"img41","0.9876072406768799","1.4142135623730951","0.025096491683541895","0.0653042263454861"
"img42","0.929461658000946","14","0.13178105468585705","0.4030999077690972"
"img43","0.9978291392326355","1","0.004350863540294125","0.12781326859085648"
"img44","0.8928988575935364","16","0.19348032492878994","0.46069901077835645"
"img45","0.8720197677612305","17.029386365926403","0.22691927990040295","0.49116459599247686"
"img46","0.05556962639093399","122.4499897917513","33.990885104341565","0.00471214011863426"
"img47","0.018763016909360886","106.1602562167217","104.59267089499647","0.0016038682725694445"
"img48","0.018976550549268723","102.71319292087068","103.39323467230444","0.0016038682725694445"
"img49","0.27783751487731934","83.58229477586745","5.198451641042416","0.010365804036458334"
"img5","0.067121222615242","107.54533927604673","27.796833773087073","0.00471214011863426"
"img50","0.9972215890884399","1","0.005571741070990652","0.11522420247395833"
"img51","0.8725714087486267","17.029386365926403","0.22605171775004546","0.49116459599247686"
"img52","0.9965198040008545","1","0.00698429514532631","0.11522420247395833"
"img53","0.997707724571228","1","0.004594857294335955","0.14070524992766203"
"img54","0.1383679360151291","108.27280360275151","12.454215014679155","0.008084897641782407"
"img55","0.006176800467073917","110.1044958210154","321.79223300970875","0.0005820945457175925"
"img56","0.5490036010742188","85.05292469985967","1.6429631724040432","0.015990080656828703"
"img57","0.9780378341674805","1.4142135623730951","0.04298036942670032","0.2808057996961806"
"img58","0.9978835582733154","1","0.004241406733233189","0.14070524992766203"
"img59","0.9949132800102234","1","0.010122822320186709","0.23972687897858797"
"img6","0.9261847138404846","81.74961773610933","0.15939642525672884","0.037752504701967594"
"img60","0.006076122634112835","117.11105840184351","327.15728155339804","0.0005820945457175925"
"img61","0.9418606758117676","9","0.10988974664867675","0.3761336715133102"
"img62","0.9775145053863525","53.9351462406472","0.04600544150383379","0.05026697229456018"
"img63","0.006397157907485962","90.75791976461338","310.6388349514563","0.0005820945457175925"
"img64","0.7270211577415466","89.15155635209068","0.7509515722902149","0.019301803023726853"
"img65","0.9946119785308838","1.4142135623730951","0.010833868563603534","0.09326963071469907"
"img66","0.9699974656105042","2","0.05825717710943715","0.3026450828269676"
"img67","0.7669824957847595","86.2554346113913","0.6076213890596189","0.027584499782986112"
"img68","0.9537818431854248","3","0.08835277921960687","0.3505870677806713"
"img69","0.98893141746521","1.7320508075688772","0.022384972497586836","0.07377002857349536"
"img7","0.9869858622550964","1","0.02569386057007436","0.25945479781539355"
"img70","0.9983546733856201","1","0.0032959595067832024","0.11522420247395833"
"img71","0.954042911529541","3.605551275463989","0.08787563230026726","0.3505870677806713"
"img72","0.394010990858078","75.49172140042907","3.076000436157453","0.010365804036458334"
"img73","0.8759616017341614","17.378147196982766","0.2207013676185304","0.49116459599247686"
"img74","0.9983792304992676","1","0.00324663480830263","0.15492192021122686"
"img75","0.9852998852729797","37.749172176353746","0.029838863215466364","0.0653042263454861"
"img76","0.03052010014653206","97.90301323248433","63.530583214793744","0.002383761935763889"
"img77","0.006342169363051653","112.23635774560755","313.3495145631068","0.0005820945457175925"
"img78","0.4849346876144409","85.65045242145543","2.124266628967272","0.015990080656828703"
"img79","0.9455611109733582","60.597029630172464","0.11514625310619443","0.037752504701967594"
"img8","0.10003238916397095","90.60905032059435","17.993523626769008","0.00471214011863426"
"img80","0.9693013429641724","72.3394774656273","0.06334180289164212","0.05026697229456018"
"img81","0.99760901927948","1.4142135623730951","0.004793024469185805","0.12781326859085648"
"img82","0.9971104264259338","1","0.005795683140325123","0.1039462619357639"
"img83","0.9942765831947327","1.4142135623730951","0.011512500151480266","0.09326963071469907"
"img84","0.9986168146133423","1","0.002769751917903756","0.1701694064670139"
"img85","0.9701341390609741","2","0.05799948461501115","0.3026450828269676"
"img86","0.8751803636550903","17","0.22193712590697065","0.49116459599247686"
"img87","0.9418236613273621","9.055385138137417","0.10995585658950835","0.3761336715133102"
"img88","0.9977437257766724","1","0.004522560588655844","0.14070524992766203"
"img89","0.9978683590888977","1","0.004255667822337391","0.22070877640335648"
"img9","0.40142956376075745","75.35250493513803","2.9821940415182837","0.013012921368634259"
"img90","0.8942083716392517","17","0.19134095687652264","0.46069901077835645"
"img91","0.9996232390403748","1","0.0007537214999057848","0.1859503851996528"
"img92","0.9824265837669373","52.392747589718944","0.03577548159302144","0.0653042263454861"
"img93","0.9923607707023621","1","0.015163016572762205","0.23972687897858797"
"img94","0.9856429696083069","1.4142135623730951","0.028307681584324045","0.25945479781539355"
"img95","0.01841852441430092","111.46748404803976","106.58632840028189","0.0016038682725694445"
"img96","0.28084519505500793","76.8570100901668","5.121360811252862","0.010365804036458334"
"img97","0.3584984838962555","88.17028978062848","3.5788239381568663","0.013012921368634259"
"img98","0.9955453276634216","1.4142135623730951","0.00894905670635568","0.1039462619357639"
"img99","0.9843346476554871","1.4142135623730951","0.030847444336503316","0.25945479781539355"
